Episode,RobotID,Time,X,Z,FollowerCount
0,RobotControl(Clone)_-17182,31.50,49.53,38.68,0
0,RobotControl(Clone)_-17182,32.00,51.04,37.37,0
0,RobotControl(Clone)_-17182,32.50,54.13,34.84,0
0,RobotControl(Clone)_-17182,33.00,55.68,33.57,0
0,RobotControl(Clone)_-17182,33.50,58.77,31.04,0
0,RobotControl(Clone)_-17182,34.00,60.32,29.77,0
0,RobotControl(Clone)_-17182,34.50,67.79,30.50,0
0,RobotControl(Clone)_-17182,35.00,67.75,29.52,0
0,RobotControl(Clone)_-17182,35.50,66.90,25.60,0
0,RobotControl(Clone)_-17182,36.00,66.47,23.64,0
0,RobotControl(Clone)_-17182,36.50,65.70,19.71,0
0,RobotControl(Clone)_-17182,37.00,65.33,17.75,0
0,RobotControl(Clone)_-17182,37.50,65.06,20.00,0
0,RobotControl(Clone)_-17182,38.00,65.03,22.00,0
0,RobotControl(Clone)_-17182,38.50,64.81,25.99,1
0,RobotControl(Clone)_-17182,39.00,64.81,25.99,1
0,RobotControl(Clone)_-17182,39.50,59.96,26.07,1
0,RobotControl(Clone)_-17182,40.00,58.44,25.38,1
0,RobotControl(Clone)_-17182,40.50,57.20,28.35,1
0,RobotControl(Clone)_-17182,41.00,56.69,29.94,1
0,RobotControl(Clone)_-17182,41.50,55.66,33.11,1
0,RobotControl(Clone)_-17182,42.00,55.15,34.70,1
0,RobotControl(Clone)_-17182,42.50,54.75,35.73,1
0,RobotControl(Clone)_-17182,43.00,55.04,34.60,1
0,RobotControl(Clone)_-17182,43.50,54.94,34.31,1
0,RobotControl(Clone)_-17182,44.00,54.46,35.90,1
0,RobotControl(Clone)_-17182,44.50,53.53,39.09,1
0,RobotControl(Clone)_-17182,45.00,53.06,40.69,1
0,RobotControl(Clone)_-17182,45.50,52.87,48.26,1
0,RobotControl(Clone)_-17182,46.00,53.28,49.87,1
0,RobotControl(Clone)_-17182,46.50,53.15,48.14,1
0,RobotControl(Clone)_-17182,47.00,53.05,46.86,1
0,RobotControl(Clone)_-17182,47.50,53.07,46.84,1
0,RobotControl(Clone)_-17182,48.00,52.38,48.41,1
0,RobotControl(Clone)_-17182,48.50,50.21,50.94,1
0,RobotControl(Clone)_-17182,49.00,49.12,52.19,1
0,RobotControl(Clone)_-17182,49.50,46.92,54.70,1
0,RobotControl(Clone)_-17182,50.00,45.82,55.95,1
0,RobotControl(Clone)_-17182,50.50,47.13,54.82,1
0,RobotControl(Clone)_-17182,51.00,48.14,54.05,1
0,RobotControl(Clone)_-17182,51.50,46.34,56.06,1
0,RobotControl(Clone)_-17182,52.00,45.22,57.28,1
0,RobotControl(Clone)_-17182,52.50,42.96,59.71,1
0,RobotControl(Clone)_-17182,53.00,41.82,60.93,1
0,RobotControl(Clone)_-17182,53.50,39.55,63.37,1
0,RobotControl(Clone)_-17182,54.00,38.41,64.59,0
0,RobotControl(Clone)_-17182,54.50,38.94,64.72,0
0,RobotControl(Clone)_-17182,55.00,39.81,64.63,0
0,RobotControl(Clone)_-17182,55.50,40.75,63.97,0
0,RobotControl(Clone)_-17182,56.00,40.75,63.97,0
0,RobotControl(Clone)_-17182,56.50,42.09,63.14,0
0,RobotControl(Clone)_-17182,57.00,43.15,63.08,0
0,RobotControl(Clone)_-17182,57.50,41.38,64.00,0
0,RobotControl(Clone)_-17182,58.00,39.50,64.69,0
0,RobotControl(Clone)_-17182,58.50,35.76,64.47,0
0,RobotControl(Clone)_-17182,59.00,34.00,63.51,0
0,RobotControl(Clone)_-17182,59.50,34.83,63.02,0
0,RobotControl(Clone)_-17182,60.00,34.51,62.93,0
0,RobotControl(Clone)_-17182,60.50,34.18,62.76,0
0,RobotControl(Clone)_-17182,61.00,34.18,62.76,0
0,RobotControl(Clone)_-17182,61.50,33.78,62.60,0
0,RobotControl(Clone)_-17182,62.00,32.16,61.43,0
0,RobotControl(Clone)_-17182,62.50,32.72,57.27,0
0,RobotControl(Clone)_-17182,63.00,33.17,55.31,0
0,RobotControl(Clone)_-17182,63.50,34.09,51.41,0
0,RobotControl(Clone)_-17182,64.00,34.55,49.46,0
0,RobotControl(Clone)_-17182,64.50,35.46,45.61,0
0,RobotControl(Clone)_-17182,65.00,37.61,41.39,0
0,RobotControl(Clone)_-17182,65.50,38.32,37.64,0
0,RobotControl(Clone)_-17182,66.00,37.97,35.68,0
0,RobotControl(Clone)_-17182,66.50,37.26,31.75,0
0,RobotControl(Clone)_-17182,67.00,36.90,29.78,0
0,RobotControl(Clone)_-17182,67.50,36.18,25.85,0
0,RobotControl(Clone)_-17182,68.00,36.64,18.45,0
0,RobotControl(Clone)_-17182,68.50,35.50,15.48,0
0,RobotControl(Clone)_-17182,69.00,33.53,15.86,0
0,RobotControl(Clone)_-17182,69.50,25.86,14.96,0
0,RobotControl(Clone)_-17182,70.00,24.71,14.58,0
0,RobotControl(Clone)_-17182,70.50,23.60,13.77,0
0,RobotControl(Clone)_-17182,71.00,23.27,13.20,0
0,RobotControl(Clone)_-17182,71.50,21.80,14.68,0
0,RobotControl(Clone)_-17182,72.00,22.52,15.40,0
0,RobotControl(Clone)_-17182,72.50,22.91,15.74,0
0,RobotControl(Clone)_-17182,73.00,22.29,15.56,0
0,RobotControl(Clone)_-17182,73.50,21.96,15.66,0
0,RobotControl(Clone)_-17182,74.00,21.82,15.62,0
0,RobotControl(Clone)_-17182,74.50,23.01,14.02,0
0,RobotControl(Clone)_-17182,75.00,23.05,13.94,0
0,RobotControl(Clone)_-17182,75.50,23.03,13.68,0
0,RobotControl(Clone)_-17182,76.00,23.02,13.67,0
0,RobotControl(Clone)_-17182,76.50,23.01,13.66,0
0,RobotControl(Clone)_-17182,77.00,23.01,13.66,0
0,RobotControl(Clone)_-17182,77.50,24.42,14.26,0
0,RobotControl(Clone)_-17182,78.00,24.07,12.72,0
0,RobotControl(Clone)_-17182,78.50,23.77,12.54,0
0,RobotControl(Clone)_-17182,79.00,23.34,12.86,0
0,RobotControl(Clone)_-17182,79.50,25.15,13.42,0
0,RobotControl(Clone)_-17182,80.00,27.08,14.42,0
0,RobotControl(Clone)_-17182,80.50,26.98,15.85,0
0,RobotControl(Clone)_-17182,81.00,26.72,16.38,0
0,RobotControl(Clone)_-17182,81.50,26.29,16.37,0
0,RobotControl(Clone)_-17182,82.00,25.91,17.14,0
0,RobotControl(Clone)_-17182,82.50,25.68,17.67,0
0,RobotControl(Clone)_-17182,83.00,25.52,17.97,0
0,RobotControl(Clone)_-17182,83.50,25.01,18.76,0
0,RobotControl(Clone)_-17182,84.00,24.34,18.87,0
0,RobotControl(Clone)_-17182,84.50,23.80,16.88,0
0,RobotControl(Clone)_-17182,85.00,23.30,16.79,0
0,RobotControl(Clone)_-17182,85.50,22.39,16.69,0
0,RobotControl(Clone)_-17182,86.00,23.81,16.16,0
0,RobotControl(Clone)_-17182,86.50,25.36,15.33,0
0,RobotControl(Clone)_-17182,87.00,23.98,15.35,0
0,RobotControl(Clone)_-17182,87.50,22.98,15.56,0
0,RobotControl(Clone)_-17182,88.00,22.30,16.01,0
0,RobotControl(Clone)_-17182,88.50,22.11,16.13,0
0,RobotControl(Clone)_-17182,89.00,21.93,16.20,0
0,RobotControl(Clone)_-17182,89.50,25.81,15.70,0
0,RobotControl(Clone)_-17182,90.00,25.39,15.25,0
0,RobotControl(Clone)_-17182,90.50,25.01,15.96,0
0,RobotControl(Clone)_-17182,91.00,24.18,17.56,0
0,RobotControl(Clone)_-17182,91.50,23.37,18.16,0
0,RobotControl(Clone)_-17182,92.00,23.19,18.85,0
0,RobotControl(Clone)_-17182,92.50,24.88,16.79,0
0,RobotControl(Clone)_-17182,93.00,24.09,17.32,0
0,RobotControl(Clone)_-17182,93.50,23.72,18.28,0
0,RobotControl(Clone)_-17182,94.00,23.59,18.34,0
0,RobotControl(Clone)_-17182,94.50,23.48,18.85,0
0,RobotControl(Clone)_-17182,95.00,25.14,18.02,0
0,RobotControl(Clone)_-17182,95.50,26.61,17.20,0
0,RobotControl(Clone)_-17182,96.00,26.60,17.21,0
0,RobotControl(Clone)_-17182,96.50,26.15,17.30,0
0,RobotControl(Clone)_-17182,97.00,25.73,17.02,0
0,RobotControl(Clone)_-17182,97.50,24.54,16.92,0
0,RobotControl(Clone)_-17182,98.00,23.42,16.61,0
0,RobotControl(Clone)_-17182,98.50,22.99,16.70,0
0,RobotControl(Clone)_-17182,99.00,24.94,18.30,0
0,RobotControl(Clone)_-17182,99.50,27.00,18.90,0
0,RobotControl(Clone)_-17182,100.00,27.16,18.90,0
0,RobotControl(Clone)_-17182,100.50,24.89,18.89,0
0,RobotControl(Clone)_-17182,101.00,24.95,18.80,0
0,RobotControl(Clone)_-17182,101.50,24.87,18.79,0
0,RobotControl(Clone)_-17182,101.99,24.88,18.77,0
0,RobotControl(Clone)_-17182,102.49,23.62,17.76,0
0,RobotControl(Clone)_-17182,102.99,24.09,18.87,0
0,RobotControl(Clone)_-17182,103.49,25.86,18.42,0
0,RobotControl(Clone)_-17182,103.99,25.78,18.44,0
0,RobotControl(Clone)_-17182,104.49,25.90,18.30,0
0,RobotControl(Clone)_-17182,104.99,25.88,18.30,0
0,RobotControl(Clone)_-17182,105.49,25.63,16.63,0
0,RobotControl(Clone)_-17182,105.99,25.05,13.88,0
0,RobotControl(Clone)_-17182,106.49,25.16,13.01,0
0,RobotControl(Clone)_-17182,106.99,24.88,12.81,0
0,RobotControl(Clone)_-17182,107.49,24.67,12.41,0
0,RobotControl(Clone)_-17182,107.99,24.52,12.67,0
0,RobotControl(Clone)_-17182,108.49,24.52,13.29,0
0,RobotControl(Clone)_-17182,108.99,23.93,12.95,0
0,RobotControl(Clone)_-17182,109.49,24.86,16.18,0
0,RobotControl(Clone)_-17182,109.99,25.86,16.57,0
0,RobotControl(Clone)_-17182,110.49,25.67,16.35,0
0,RobotControl(Clone)_-17182,110.99,25.76,15.91,0
0,RobotControl(Clone)_-17182,111.49,26.18,15.29,0
0,RobotControl(Clone)_-17182,111.99,26.02,14.84,0
0,RobotControl(Clone)_-17182,112.49,25.98,14.20,0
0,RobotControl(Clone)_-17182,112.99,25.84,13.72,0
0,RobotControl(Clone)_-17182,113.49,25.85,13.29,0
0,RobotControl(Clone)_-17182,113.99,24.61,12.59,0
0,RobotControl(Clone)_-17182,114.49,27.48,13.48,0
0,RobotControl(Clone)_-17182,114.99,28.15,13.68,0
0,RobotControl(Clone)_-17182,115.49,29.54,14.29,0
0,RobotControl(Clone)_-17182,115.99,29.34,14.19,0
0,RobotControl(Clone)_-17182,116.49,29.90,14.80,0
0,RobotControl(Clone)_-17182,116.99,28.11,15.62,0
0,RobotControl(Clone)_-17182,117.49,27.04,16.09,0
0,RobotControl(Clone)_-17182,117.99,28.14,16.11,0
0,RobotControl(Clone)_-17182,118.49,36.47,15.40,0
0,RobotControl(Clone)_-17182,118.99,36.18,15.13,0
0,RobotControl(Clone)_-17182,119.49,26.45,15.00,0
0,RobotControl(Clone)_-17182,119.99,24.36,15.19,0
0,RobotControl(Clone)_-17182,120.49,21.24,12.66,0
0,RobotControl(Clone)_-17182,120.99,20.66,6.63,0
0,RobotControl(Clone)_-17182,121.49,20.12,6.62,0
0,RobotControl(Clone)_-17182,121.99,18.32,7.55,0
0,RobotControl(Clone)_-17182,122.49,15.04,9.87,0
0,RobotControl(Clone)_-17182,122.99,13.04,9.86,0
0,RobotControl(Clone)_-17182,123.49,4.21,7.04,0
0,RobotControl(Clone)_-17182,123.99,4.47,7.17,0
0,RobotControl(Clone)_-17182,124.49,6.24,8.95,0
0,RobotControl(Clone)_-17182,124.99,5.94,9.14,0
0,RobotControl(Clone)_-17182,125.49,5.74,10.15,0
0,RobotControl(Clone)_-17182,125.99,5.55,10.84,0
0,RobotControl(Clone)_-17182,126.49,5.35,11.48,0
0,RobotControl(Clone)_-17182,126.99,5.32,11.50,0
0,RobotControl(Clone)_-17182,127.49,5.23,12.55,0
0,RobotControl(Clone)_-17182,127.99,5.25,13.45,0
0,RobotControl(Clone)_-17182,128.49,5.36,14.23,0
0,RobotControl(Clone)_-17182,128.99,5.36,14.23,0
0,RobotControl(Clone)_-17182,129.49,6.44,10.38,0
0,RobotControl(Clone)_-17182,129.99,6.69,10.86,0
0,RobotControl(Clone)_-17182,130.49,7.05,11.10,0
0,RobotControl(Clone)_-17182,130.99,7.05,11.10,0
0,RobotControl(Clone)_-17182,131.49,7.53,11.39,0
0,RobotControl(Clone)_-17182,131.99,8.10,11.65,0
0,RobotControl(Clone)_-17182,132.49,8.39,11.58,0
0,RobotControl(Clone)_-17182,132.99,8.32,11.59,0
0,RobotControl(Clone)_-17182,133.49,8.34,11.58,0
0,RobotControl(Clone)_-17182,133.99,8.35,11.73,0
0,RobotControl(Clone)_-17182,134.49,8.39,12.28,0
0,RobotControl(Clone)_-17182,134.99,8.34,12.27,0
0,RobotControl(Clone)_-17182,135.49,8.09,12.80,0
0,RobotControl(Clone)_-17182,135.99,7.63,13.64,0
0,RobotControl(Clone)_-17182,136.49,6.98,14.62,0
0,RobotControl(Clone)_-17182,136.99,6.98,14.62,0
0,RobotControl(Clone)_-17182,137.49,7.02,10.62,0
0,RobotControl(Clone)_-17182,137.99,6.64,11.61,0
0,RobotControl(Clone)_-17182,138.49,6.44,12.43,0
0,RobotControl(Clone)_-17182,138.99,6.44,12.43,0
0,RobotControl(Clone)_-17182,139.49,6.30,13.20,0
0,RobotControl(Clone)_-17182,139.99,6.13,14.00,0
0,RobotControl(Clone)_-17182,140.49,5.97,14.81,0
0,RobotControl(Clone)_-17182,140.99,5.97,14.81,0
0,RobotControl(Clone)_-17182,141.49,6.61,10.87,0
0,RobotControl(Clone)_-17182,141.99,6.45,11.66,0
0,RobotControl(Clone)_-17182,142.49,6.25,12.46,0
0,RobotControl(Clone)_-17182,142.99,6.25,12.46,0
0,RobotControl(Clone)_-17182,143.49,5.96,13.28,0
0,RobotControl(Clone)_-17182,143.99,5.35,14.72,0
0,RobotControl(Clone)_-17182,144.49,5.85,12.78,0
0,RobotControl(Clone)_-17182,144.99,6.36,10.85,0
0,RobotControl(Clone)_-17182,145.49,5.63,12.25,0
0,RobotControl(Clone)_-17182,145.99,4.86,13.63,0
0,RobotControl(Clone)_-17182,146.49,4.21,15.03,0
0,RobotControl(Clone)_-17182,146.99,4.24,15.03,0
0,RobotControl(Clone)_-17182,147.49,5.65,11.52,0
0,RobotControl(Clone)_-17182,147.99,4.88,12.96,0
0,RobotControl(Clone)_-17182,148.49,4.21,14.39,0
0,RobotControl(Clone)_-17182,149.00,4.24,14.38,0
0,RobotControl(Clone)_-17182,149.50,5.04,11.39,0
0,RobotControl(Clone)_-17182,150.00,4.34,12.75,0
