Episode,RobotID,Time,X,Z,FollowerCount
0,RobotControl(Clone)_-17164,27.50,36.09,59.54,1
0,RobotControl(Clone)_-17164,28.00,36.06,61.20,1
0,RobotControl(Clone)_-17164,28.50,36.02,64.53,0
0,RobotControl(Clone)_-17164,29.00,37.40,63.72,0
0,RobotControl(Clone)_-17164,29.50,39.03,62.35,0
0,RobotControl(Clone)_-17164,30.00,39.38,61.82,0
0,RobotControl(Clone)_-17164,30.50,40.70,60.93,0
0,RobotControl(Clone)_-17164,31.00,41.93,60.20,0
0,RobotControl(Clone)_-17164,31.50,40.31,61.25,0
0,RobotControl(Clone)_-17164,32.00,38.49,62.04,0
0,RobotControl(Clone)_-17164,32.50,39.98,61.03,0
0,RobotControl(Clone)_-17164,33.00,41.39,60.20,0
0,RobotControl(Clone)_-17164,33.50,39.79,61.40,0
0,RobotControl(Clone)_-17164,34.00,38.32,62.75,0
0,RobotControl(Clone)_-17164,34.50,39.34,62.29,0
0,RobotControl(Clone)_-17164,35.00,40.54,62.00,0
0,RobotControl(Clone)_-17164,35.50,42.48,61.54,0
0,RobotControl(Clone)_-17164,36.00,42.51,62.19,0
0,RobotControl(Clone)_-17164,36.50,41.25,58.83,0
0,RobotControl(Clone)_-17164,37.00,40.58,56.94,0
0,RobotControl(Clone)_-17164,37.50,39.25,53.17,0
0,RobotControl(Clone)_-17164,38.00,38.58,51.29,0
0,RobotControl(Clone)_-17164,38.50,37.25,47.52,0
0,RobotControl(Clone)_-17164,39.00,36.50,40.84,0
0,RobotControl(Clone)_-17164,39.50,36.39,36.84,0
0,RobotControl(Clone)_-17164,40.00,36.27,34.84,0
0,RobotControl(Clone)_-17164,40.50,36.03,30.85,0
0,RobotControl(Clone)_-17164,41.00,35.91,28.85,0
0,RobotControl(Clone)_-17164,41.50,36.22,18.39,0
0,RobotControl(Clone)_-17164,42.00,36.52,16.41,0
0,RobotControl(Clone)_-17164,42.50,25.86,15.33,0
0,RobotControl(Clone)_-17164,43.00,25.54,14.19,0
0,RobotControl(Clone)_-17164,43.50,25.15,13.29,0
0,RobotControl(Clone)_-17164,44.00,24.82,13.28,0
0,RobotControl(Clone)_-17164,44.50,23.95,12.58,0
0,RobotControl(Clone)_-17164,45.00,23.04,13.67,0
0,RobotControl(Clone)_-17164,45.50,25.79,15.07,0
0,RobotControl(Clone)_-17164,46.00,25.60,15.29,0
0,RobotControl(Clone)_-17164,46.50,26.52,14.86,0
0,RobotControl(Clone)_-17164,47.00,26.97,14.86,0
0,RobotControl(Clone)_-17164,47.50,27.11,15.41,0
0,RobotControl(Clone)_-17164,48.00,26.96,14.80,0
0,RobotControl(Clone)_-17164,48.50,26.65,14.70,0
0,RobotControl(Clone)_-17164,49.00,26.39,15.72,0
0,RobotControl(Clone)_-17164,49.50,27.23,15.55,0
0,RobotControl(Clone)_-17164,50.00,27.15,14.98,0
0,RobotControl(Clone)_-17164,50.50,27.90,14.87,0
0,RobotControl(Clone)_-17164,51.00,27.12,15.77,0
0,RobotControl(Clone)_-17164,51.50,24.78,15.72,0
0,RobotControl(Clone)_-17164,52.00,24.08,15.19,0
0,RobotControl(Clone)_-17164,52.50,22.67,15.12,0
0,RobotControl(Clone)_-17164,53.00,21.33,15.43,0
0,RobotControl(Clone)_-17164,53.50,25.01,14.69,0
0,RobotControl(Clone)_-17164,54.00,25.90,13.66,0
0,RobotControl(Clone)_-17164,54.50,26.06,12.17,0
0,RobotControl(Clone)_-17164,55.00,25.28,11.40,0
0,RobotControl(Clone)_-17164,55.50,25.58,11.10,0
0,RobotControl(Clone)_-17164,56.00,26.14,11.13,0
0,RobotControl(Clone)_-17164,56.50,26.84,11.11,0
0,RobotControl(Clone)_-17164,57.00,26.77,11.20,0
0,RobotControl(Clone)_-17164,57.50,28.67,11.79,0
0,RobotControl(Clone)_-17164,58.00,27.45,13.31,0
0,RobotControl(Clone)_-17164,58.50,28.39,12.53,0
0,RobotControl(Clone)_-17164,59.00,29.26,11.56,0
0,RobotControl(Clone)_-17164,59.50,28.11,12.93,0
0,RobotControl(Clone)_-17164,60.00,28.81,12.29,0
0,RobotControl(Clone)_-17164,60.50,29.11,11.99,0
0,RobotControl(Clone)_-17164,61.00,29.12,11.97,0
0,RobotControl(Clone)_-17164,61.50,29.53,11.33,0
0,RobotControl(Clone)_-17164,62.00,29.85,11.13,0
0,RobotControl(Clone)_-17164,62.50,29.92,11.10,0
0,RobotControl(Clone)_-17164,63.00,29.53,11.10,0
0,RobotControl(Clone)_-17164,63.50,29.39,11.16,0
0,RobotControl(Clone)_-17164,64.00,29.56,11.13,0
0,RobotControl(Clone)_-17164,64.50,29.41,11.11,0
0,RobotControl(Clone)_-17164,65.00,29.47,11.18,0
0,RobotControl(Clone)_-17164,65.50,29.22,11.18,0
0,RobotControl(Clone)_-17164,66.00,28.20,11.15,0
0,RobotControl(Clone)_-17164,66.50,26.49,12.95,0
0,RobotControl(Clone)_-17164,67.00,26.98,14.14,0
0,RobotControl(Clone)_-17164,67.50,27.61,16.02,0
0,RobotControl(Clone)_-17164,68.00,27.86,15.54,0
0,RobotControl(Clone)_-17164,68.50,28.56,14.34,0
0,RobotControl(Clone)_-17164,69.00,28.90,13.66,0
0,RobotControl(Clone)_-17164,69.50,28.31,13.49,0
0,RobotControl(Clone)_-17164,70.00,26.81,13.49,0
0,RobotControl(Clone)_-17164,70.50,24.92,15.21,0
0,RobotControl(Clone)_-17164,71.00,24.16,15.80,0
0,RobotControl(Clone)_-17164,71.50,23.79,14.47,0
0,RobotControl(Clone)_-17164,72.00,24.52,13.31,0
0,RobotControl(Clone)_-17164,72.50,23.19,12.13,0
0,RobotControl(Clone)_-17164,73.00,24.79,12.05,0
0,RobotControl(Clone)_-17164,73.50,25.75,12.19,0
0,RobotControl(Clone)_-17164,74.00,25.87,11.22,0
0,RobotControl(Clone)_-17164,74.50,25.68,11.71,0
0,RobotControl(Clone)_-17164,75.00,25.33,12.27,0
0,RobotControl(Clone)_-17164,75.50,25.02,13.08,0
0,RobotControl(Clone)_-17164,76.00,25.02,12.99,0
0,RobotControl(Clone)_-17164,76.50,24.67,13.89,0
0,RobotControl(Clone)_-17164,77.00,24.20,13.88,0
0,RobotControl(Clone)_-17164,77.50,22.79,13.03,0
0,RobotControl(Clone)_-17164,78.00,22.17,12.53,0
0,RobotControl(Clone)_-17164,78.50,21.61,13.30,0
0,RobotControl(Clone)_-17164,79.00,23.40,13.97,0
0,RobotControl(Clone)_-17164,79.50,24.44,16.51,0
0,RobotControl(Clone)_-17164,80.00,24.29,16.71,0
0,RobotControl(Clone)_-17164,80.50,24.65,16.49,0
0,RobotControl(Clone)_-17164,81.00,24.82,16.19,0
0,RobotControl(Clone)_-17164,81.50,24.82,16.18,0
0,RobotControl(Clone)_-17164,82.00,24.82,16.17,0
0,RobotControl(Clone)_-17164,82.50,24.78,16.30,0
0,RobotControl(Clone)_-17164,83.00,24.93,16.37,0
0,RobotControl(Clone)_-17164,83.50,24.74,16.66,0
0,RobotControl(Clone)_-17164,84.00,23.93,16.75,0
0,RobotControl(Clone)_-17164,84.50,23.08,16.09,0
0,RobotControl(Clone)_-17164,85.00,22.51,15.72,0
0,RobotControl(Clone)_-17164,85.50,23.68,15.18,0
0,RobotControl(Clone)_-17164,86.00,24.25,15.26,0
0,RobotControl(Clone)_-17164,86.50,23.76,15.00,0
0,RobotControl(Clone)_-17164,87.00,23.64,16.80,0
0,RobotControl(Clone)_-17164,87.50,27.36,17.47,0
0,RobotControl(Clone)_-17164,88.00,26.84,18.71,0
0,RobotControl(Clone)_-17164,88.50,24.80,18.89,0
0,RobotControl(Clone)_-17164,89.00,22.71,18.86,0
0,RobotControl(Clone)_-17164,89.50,24.54,17.21,0
0,RobotControl(Clone)_-17164,90.00,26.49,16.64,0
0,RobotControl(Clone)_-17164,90.50,25.67,17.49,0
0,RobotControl(Clone)_-17164,91.00,25.09,18.39,0
0,RobotControl(Clone)_-17164,91.50,24.69,18.90,0
0,RobotControl(Clone)_-17164,92.00,24.79,18.89,0
0,RobotControl(Clone)_-17164,92.50,26.67,15.33,1
0,RobotControl(Clone)_-17164,93.00,26.04,15.09,1
0,RobotControl(Clone)_-17164,93.50,27.16,14.56,2
0,RobotControl(Clone)_-17164,94.00,33.27,13.66,2
0,RobotControl(Clone)_-17164,94.50,33.99,13.22,2
0,RobotControl(Clone)_-17164,95.00,32.81,13.74,2
0,RobotControl(Clone)_-17164,95.50,31.21,15.08,2
0,RobotControl(Clone)_-17164,96.00,32.27,15.71,2
0,RobotControl(Clone)_-17164,96.50,34.64,16.19,2
0,RobotControl(Clone)_-17164,97.00,35.59,17.62,2
0,RobotControl(Clone)_-17164,97.50,35.50,25.88,2
0,RobotControl(Clone)_-17164,98.00,35.51,27.56,2
0,RobotControl(Clone)_-17164,98.50,35.51,27.67,2
0,RobotControl(Clone)_-17164,99.00,35.63,26.52,2
0,RobotControl(Clone)_-17164,99.50,36.41,24.32,2
0,RobotControl(Clone)_-17164,100.00,37.10,25.25,2
0,RobotControl(Clone)_-17164,100.50,37.29,27.62,2
0,RobotControl(Clone)_-17164,101.00,37.23,29.30,2
0,RobotControl(Clone)_-17164,101.50,37.08,32.63,2
0,RobotControl(Clone)_-17164,101.99,37.01,34.30,2
0,RobotControl(Clone)_-17164,102.49,36.85,37.63,2
0,RobotControl(Clone)_-17164,102.99,36.76,39.30,2
0,RobotControl(Clone)_-17164,103.49,36.60,42.63,2
0,RobotControl(Clone)_-17164,103.99,36.50,48.38,2
0,RobotControl(Clone)_-17164,104.49,36.45,51.83,2
0,RobotControl(Clone)_-17164,104.99,36.77,51.29,2
0,RobotControl(Clone)_-17164,105.49,36.66,54.63,2
0,RobotControl(Clone)_-17164,105.99,36.58,56.30,2
0,RobotControl(Clone)_-17164,106.49,36.41,59.63,2
0,RobotControl(Clone)_-17164,106.99,36.32,61.30,2
0,RobotControl(Clone)_-17164,107.49,36.14,64.62,0
0,RobotControl(Clone)_-17164,107.99,35.54,65.69,0
0,RobotControl(Clone)_-17164,108.49,34.88,66.69,0
0,RobotControl(Clone)_-17164,108.99,34.88,66.69,0
0,RobotControl(Clone)_-17164,109.49,34.88,66.69,0
0,RobotControl(Clone)_-17164,109.99,34.67,64.70,0
0,RobotControl(Clone)_-17164,110.49,34.24,60.72,0
0,RobotControl(Clone)_-17164,110.99,34.03,58.74,0
0,RobotControl(Clone)_-17164,111.49,33.84,54.75,0
0,RobotControl(Clone)_-17164,111.99,34.13,52.77,0
0,RobotControl(Clone)_-17164,112.49,34.85,48.83,0
0,RobotControl(Clone)_-17164,112.99,35.50,40.84,0
0,RobotControl(Clone)_-17164,113.49,35.50,36.84,0
0,RobotControl(Clone)_-17164,113.99,35.50,34.84,0
0,RobotControl(Clone)_-17164,114.49,35.50,30.84,0
0,RobotControl(Clone)_-17164,114.99,35.50,28.84,0
0,RobotControl(Clone)_-17164,115.49,35.50,18.34,0
0,RobotControl(Clone)_-17164,115.99,35.75,16.71,1
0,RobotControl(Clone)_-17164,116.49,32.67,16.43,1
0,RobotControl(Clone)_-17164,116.99,31.21,16.80,1
0,RobotControl(Clone)_-17164,117.49,31.21,15.37,1
0,RobotControl(Clone)_-17164,117.99,26.45,15.45,1
0,RobotControl(Clone)_-17164,118.49,24.55,16.23,1
0,RobotControl(Clone)_-17164,118.99,26.38,17.09,1
0,RobotControl(Clone)_-17164,119.49,28.30,17.66,1
0,RobotControl(Clone)_-17164,119.99,28.30,17.67,1
0,RobotControl(Clone)_-17164,120.49,29.99,15.42,1
0,RobotControl(Clone)_-17164,120.99,29.96,14.12,1
0,RobotControl(Clone)_-17164,121.49,33.95,14.50,2
0,RobotControl(Clone)_-17164,121.99,35.95,14.42,2
0,RobotControl(Clone)_-17164,122.49,36.34,17.65,2
0,RobotControl(Clone)_-17164,122.99,36.41,19.28,2
0,RobotControl(Clone)_-17164,123.49,36.65,27.53,2
0,RobotControl(Clone)_-17164,123.99,36.77,27.28,2
0,RobotControl(Clone)_-17164,124.49,36.73,24.75,2
0,RobotControl(Clone)_-17164,124.99,36.90,24.93,2
0,RobotControl(Clone)_-17164,125.49,37.01,27.48,2
0,RobotControl(Clone)_-17164,125.99,37.45,29.33,2
0,RobotControl(Clone)_-17164,126.49,37.56,32.81,2
0,RobotControl(Clone)_-17164,126.99,37.56,34.54,2
0,RobotControl(Clone)_-17164,127.49,37.29,37.90,2
0,RobotControl(Clone)_-17164,127.99,37.13,39.57,2
0,RobotControl(Clone)_-17164,128.49,36.74,42.88,2
0,RobotControl(Clone)_-17164,128.99,36.50,48.38,2
0,RobotControl(Clone)_-17164,129.49,36.46,51.81,2
0,RobotControl(Clone)_-17164,129.99,36.69,51.14,2
0,RobotControl(Clone)_-17164,130.49,36.58,54.47,2
0,RobotControl(Clone)_-17164,130.99,36.51,56.14,2
0,RobotControl(Clone)_-17164,131.49,36.36,59.47,2
0,RobotControl(Clone)_-17164,131.99,36.28,61.13,2
0,RobotControl(Clone)_-17164,132.49,36.13,64.46,0
0,RobotControl(Clone)_-17164,132.99,35.61,65.25,0
0,RobotControl(Clone)_-17164,133.49,34.87,65.04,0
0,RobotControl(Clone)_-17164,133.99,34.78,64.91,0
0,RobotControl(Clone)_-17164,134.49,34.12,64.85,0
0,RobotControl(Clone)_-17164,134.99,33.57,64.70,0
0,RobotControl(Clone)_-17164,135.49,33.56,64.67,0
0,RobotControl(Clone)_-17164,135.99,33.55,64.66,0
0,RobotControl(Clone)_-17164,136.49,31.23,61.39,0
0,RobotControl(Clone)_-17164,136.99,30.07,59.76,0
0,RobotControl(Clone)_-17164,137.49,27.76,56.49,0
0,RobotControl(Clone)_-17164,137.99,26.60,54.86,0
0,RobotControl(Clone)_-17164,138.49,24.28,51.60,0
0,RobotControl(Clone)_-17164,138.99,23.12,49.97,0
0,RobotControl(Clone)_-17164,139.49,22.03,41.40,0
0,RobotControl(Clone)_-17164,139.99,22.98,39.64,0
0,RobotControl(Clone)_-17164,140.49,20.42,38.28,0
0,RobotControl(Clone)_-17164,140.99,18.67,37.32,0
0,RobotControl(Clone)_-17164,141.49,15.17,35.38,0
0,RobotControl(Clone)_-17164,141.99,13.42,34.41,0
0,RobotControl(Clone)_-17164,142.49,5.11,33.73,0
0,RobotControl(Clone)_-17164,142.99,4.24,34.40,0
0,RobotControl(Clone)_-17164,143.49,4.48,31.55,0
0,RobotControl(Clone)_-17164,143.99,4.75,29.57,0
0,RobotControl(Clone)_-17164,144.49,5.21,25.59,0
0,RobotControl(Clone)_-17164,144.99,5.43,23.60,0
0,RobotControl(Clone)_-17164,145.49,5.85,19.62,0
0,RobotControl(Clone)_-17164,145.99,6.06,17.64,0
0,RobotControl(Clone)_-17164,146.49,6.48,13.66,0
0,RobotControl(Clone)_-17164,146.99,6.68,11.67,0
0,RobotControl(Clone)_-17164,147.49,6.20,10.67,0
0,RobotControl(Clone)_-17164,147.99,6.24,10.61,0
0,RobotControl(Clone)_-17164,148.49,5.52,11.83,0
0,RobotControl(Clone)_-17164,149.00,4.85,13.16,0
0,RobotControl(Clone)_-17164,149.50,5.19,14.49,0
0,RobotControl(Clone)_-17164,150.00,4.44,16.33,0
