RunId,Episode,Mode,RobotCount,PanicState,Seed,Termination,InitialHumans,Escaped,Deaths,AliveAtEnd,EpisodeTime,EscapedHealthSum,AliveHealthSum,FinalSurvivorHealthSum,SuccessRate,AvgEscapedHealthAll,AvgFinalHealthAll
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,1,Case1_RobotScaling_robots1_panic-1,1,-1,204301,timeout,50,9,8,33,150.0152,439.5605,2529.848,2969.408,18,8.7912,59.3882
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,2,Case1_RobotScaling_robots1_panic-1,1,-1,204302,timeout,50,20,2,28,150.0152,1352.529,1377.823,2730.352,40,27.0506,54.607
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,3,Case1_RobotScaling_robots1_panic-1,1,-1,204303,timeout,50,14,4,32,150.0152,1123.674,1720.156,2843.829,28,22.4735,56.8766
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,4,Case1_RobotScaling_robots1_panic-1,1,-1,204304,timeout,50,13,10,27,150.0152,537.2309,1519.563,2056.794,26,10.7446,41.1359
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,5,Case1_RobotScaling_robots1_panic-1,1,-1,204305,timeout,50,16,2,32,150.0152,983.9371,1738.991,2722.928,32,19.6787,54.4586
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,6,Case1_RobotScaling_robots1_panic-1,1,-1,204306,timeout,50,25,3,22,150.0152,1291.193,1758.623,3049.816,50,25.8239,60.9963
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,7,Case1_RobotScaling_robots1_panic-1,1,-1,204307,timeout,50,16,2,32,150.0152,1435.002,2496.891,3931.894,32,28.7,78.6379
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,8,Case1_RobotScaling_robots1_panic-1,1,-1,204308,timeout,50,20,6,24,150.0152,1287.424,1812.271,3099.695,40,25.7485,61.9939
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,9,Case1_RobotScaling_robots1_panic-1,1,-1,204309,timeout,50,26,5,19,150.0152,1720.361,924.0132,2644.375,52,34.4072,52.8875
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,10,Case1_RobotScaling_robots1_panic-1,1,-1,204310,timeout,50,14,3,33,150.0152,1113.514,1834.305,2947.818,28,22.2703,58.9564
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,11,Case1_RobotScaling_robots1_panic-1,1,-1,204311,timeout,50,6,7,37,150.0152,526.3474,2810.849,3337.197,12,10.527,66.7439
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,12,Case1_RobotScaling_robots1_panic-1,1,-1,204312,timeout,50,27,5,18,150.0152,1636.319,1396.476,3032.795,54,32.7264,60.6559
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,13,Case1_RobotScaling_robots1_panic-1,1,-1,204313,timeout,50,14,1,35,150.0152,572.2476,2362.461,2934.708,28,11.445,58.6942
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204301_ep100_formal_r1_seed204301,14,Case1_RobotScaling_robots1_panic-1,1,-1,204314,timeout,50,26,2,22,150.0152,1208.606,963.776,2172.382,52,24.1721,43.4476
