RunId,Episode,Mode,RobotCount,PanicState,Seed,Termination,InitialHumans,Escaped,Deaths,AliveAtEnd,EpisodeTime,EscapedHealthSum,AliveHealthSum,FinalSurvivorHealthSum,SuccessRate,AvgEscapedHealthAll,AvgFinalHealthAll
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,1,Case1_RobotScaling_robots5_panic-1,5,-1,204301,timeout,50,24,2,24,150.0152,1611.098,1992.827,3603.925,48,32.222,72.0785
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,2,Case1_RobotScaling_robots5_panic-1,5,-1,204302,timeout,50,30,0,20,150.0152,2548.892,1419.139,3968.031,60,50.9779,79.3606
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,3,Case1_RobotScaling_robots5_panic-1,5,-1,204303,timeout,50,29,0,21,150.0152,2031.442,1599.099,3630.541,58,40.6289,72.6108
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,4,Case1_RobotScaling_robots5_panic-1,5,-1,204304,timeout,50,19,6,25,150.0152,1696.64,1764.966,3461.606,38,33.9328,69.2321
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,5,Case1_RobotScaling_robots5_panic-1,5,-1,204305,timeout,50,25,3,22,150.0152,1379.355,1682.686,3062.042,50,27.5871,61.2408
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,6,Case1_RobotScaling_robots5_panic-1,5,-1,204306,timeout,50,42,0,8,150.0152,3107.151,792.0803,3899.231,84,62.143,77.9846
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,7,Case1_RobotScaling_robots5_panic-1,5,-1,204307,timeout,50,28,1,21,150.0152,2088.64,1681.823,3770.463,56,41.7728,75.4093
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,8,Case1_RobotScaling_robots5_panic-1,5,-1,204308,timeout,50,12,5,33,150.0152,1103.989,1898.541,3002.53,24,22.0798,60.0506
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,9,Case1_RobotScaling_robots5_panic-1,5,-1,204309,timeout,50,25,3,22,150.0152,2163.727,2016.275,4180.002,50,43.2746,83.6001
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,10,Case1_RobotScaling_robots5_panic-1,5,-1,204310,timeout,50,42,0,8,150.0152,3001.497,776.5846,3778.082,84,60.0299,75.5616
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,11,Case1_RobotScaling_robots5_panic-1,5,-1,204311,timeout,50,30,0,20,150.0152,2567.282,1868.067,4435.349,60,51.3457,88.707
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,12,Case1_RobotScaling_robots5_panic-1,5,-1,204312,timeout,50,40,1,9,150.0152,3369.161,691.146,4060.307,80,67.3832,81.2062
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,13,Case1_RobotScaling_robots5_panic-1,5,-1,204313,timeout,50,25,1,24,150.0152,1756.862,1693.8,3450.663,50,35.1373,69.0133
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,14,Case1_RobotScaling_robots5_panic-1,5,-1,204314,timeout,50,17,3,30,150.0152,1446.126,1720.451,3166.578,34,28.9225,63.3316
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,15,Case1_RobotScaling_robots5_panic-1,5,-1,204315,timeout,50,15,0,35,150.0152,1325.429,3358.01,4683.439,30,26.5086,93.6688
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,16,Case1_RobotScaling_robots5_panic-1,5,-1,204316,timeout,50,22,3,25,150.0152,1956.3,1794.999,3751.299,44,39.126,75.026
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,17,Case1_RobotScaling_robots5_panic-1,5,-1,204317,timeout,50,18,4,28,150.0152,1558.753,2579.187,4137.94,36,31.1751,82.7588
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,18,Case1_RobotScaling_robots5_panic-1,5,-1,204318,timeout,50,24,0,26,150.0152,1858.702,2076.913,3935.615,48,37.1741,78.7123
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,19,Case1_RobotScaling_robots5_panic-1,5,-1,204319,timeout,50,23,2,25,150.0152,2066.45,2120.664,4187.114,46,41.329,83.7423
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,20,Case1_RobotScaling_robots5_panic-1,5,-1,204320,timeout,50,30,3,17,150.0152,1696.102,1560.885,3256.986,60,33.922,65.1397
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,21,Case1_RobotScaling_robots5_panic-1,5,-1,204321,timeout,50,20,3,27,150.0152,1717.144,1938.959,3656.104,40,34.3429,73.1221
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,22,Case1_RobotScaling_robots5_panic-1,5,-1,204322,timeout,50,27,0,23,150.0152,2262.583,2028.31,4290.893,54,45.2517,85.8179
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,23,Case1_RobotScaling_robots5_panic-1,5,-1,204323,timeout,50,12,1,37,150.0152,855.9271,3407.506,4263.433,24,17.1185,85.2687
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,24,Case1_RobotScaling_robots5_panic-1,5,-1,204324,timeout,50,16,0,34,150.0152,1324.515,2548.188,3872.703,32,26.4903,77.4541
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,25,Case1_RobotScaling_robots5_panic-1,5,-1,204325,timeout,50,19,3,28,150.0152,1697.991,1381.778,3079.77,38,33.9598,61.5954
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,26,Case1_RobotScaling_robots5_panic-1,5,-1,204326,timeout,50,22,14,14,150.0152,1919.88,1164.225,3084.106,44,38.3976,61.6821
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r5_seed204301_ep100_formal_r5_seed204301,27,Case1_RobotScaling_robots5_panic-1,5,-1,204327,timeout,50,31,3,16,150.0152,2286.14,1567.592,3853.732,62,45.7228,77.0746
