RunId,Episode,Mode,RobotCount,PanicState,Seed,Termination,InitialHumans,Escaped,Deaths,AliveAtEnd,EpisodeTime,EscapedHealthSum,AliveHealthSum,FinalSurvivorHealthSum,SuccessRate,AvgEscapedHealthAll,AvgFinalHealthAll
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,1,Case1_RobotScaling_robots1_panic-1,1,-1,204201,timeout,50,12,7,31,150.0152,958.7863,2839.473,3798.259,24,19.1757,75.9652
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,2,Case1_RobotScaling_robots1_panic-1,1,-1,204202,timeout,50,15,2,33,150.0152,497.6136,2546.227,3043.84,30,9.9523,60.8768
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,3,Case1_RobotScaling_robots1_panic-1,1,-1,204203,timeout,50,13,17,20,150.0152,1226.838,1617.563,2844.4,26,24.5368,56.888
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,4,Case1_RobotScaling_robots1_panic-1,1,-1,204204,timeout,50,10,19,21,150.0152,860.2946,1182.45,2042.745,20,17.2059,40.8549
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,5,Case1_RobotScaling_robots1_panic-1,1,-1,204205,timeout,50,18,4,28,150.0152,1504.811,2615.652,4120.463,36,30.0962,82.4093
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,6,Case1_RobotScaling_robots1_panic-1,1,-1,204206,timeout,50,16,4,30,150.0152,961.706,2050.982,3012.688,32,19.2341,60.2538
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,7,Case1_RobotScaling_robots1_panic-1,1,-1,204207,timeout,50,24,6,20,150.0152,1478.133,1447.249,2925.382,48,29.5627,58.5076
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,8,Case1_RobotScaling_robots1_panic-1,1,-1,204208,timeout,50,7,3,40,150.0152,649.7897,2984.534,3634.324,14,12.9958,72.6865
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,9,Case1_RobotScaling_robots1_panic-1,1,-1,204209,timeout,50,26,3,21,150.0152,1479.328,1650.103,3129.431,52,29.5866,62.5886
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,10,Case1_RobotScaling_robots1_panic-1,1,-1,204210,timeout,50,14,1,35,150.0152,1127.171,2263.635,3390.806,28,22.5434,67.8161
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,11,Case1_RobotScaling_robots1_panic-1,1,-1,204211,timeout,50,28,3,19,150.0152,1742.751,945.2035,2687.955,56,34.855,53.7591
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,12,Case1_RobotScaling_robots1_panic-1,1,-1,204212,timeout,50,9,3,38,150.0152,819.165,2767.835,3587,18,16.3833,71.74
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,13,Case1_RobotScaling_robots1_panic-1,1,-1,204213,timeout,50,22,6,22,150.0152,1683.849,1726.794,3410.643,44,33.677,68.2129
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,14,Case1_RobotScaling_robots1_panic-1,1,-1,204214,timeout,50,32,1,17,150.0152,2554.38,1443.593,3997.973,64,51.0876,79.9595
checkpoint_FINAL_V11_ZERO_SHOT_20260720_step59962_det_r1_seed204201_ep100_formal_r1_seed204201,15,Case1_RobotScaling_robots1_panic-1,1,-1,204215,timeout,50,4,9,37,150.0152,399.3367,2295.956,2695.292,8,7.9867,53.9059
